Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
87,2025-03-28,Expense,1322,1950,1021,4304,3347,0.35002087646038393,0.513720123263255,1731,757,5,1.4420883594215774,0.828378700043169,False,0.24856909239574815,1
88,2025-03-29,Asset,1165,3764,3051,2581,2607,0.6374779556295029,2.282925479129093,3135,671,2,1.6048380797386426,0.8928582429572117,False,0.21647587898609977,0
89,2025-03-30,Revenue,720,811,3919,4158,3465,0.3373571427336469,2.3563888972658154,4820,1195,6,0.7118460781015852,0.8397655359397855,False,0.12551103843008996,1
90,2025-03-31,Liability,2457,2138,1314,2488,1964,0.5160457389609536,1.2263914757864414,741,384,5,0.8581666148805999,0.9076909601769353,False,0.48058053965658215,1
91,2025-04-01,Liability,3664,1791,781,4677,2630,0.6907564912027482,0.882382468388647,4296,1408,4,1.7995976890508225,0.994711696991416,False,0.7273098937040066,1
92,2025-04-02,Asset,3294,4385,2875,2448,912,0.6472267621011406,2.227803501248257,999,1953,9,0.645540989091105,0.9404467980498714,False,0.651676206050695,1
93,2025-04-03,Revenue,841,2286,1057,4799,866,0.6217473564933796,2.2057193855815878,3955,2943,1,0.8760178723661516,0.9167457480358188,False,0.15024529844644316,1
94,2025-04-04,Expense,1797,1127,2096,1532,1073,0.2054985711270505,0.9414876134026374,2460,332,7,1.9907754836564304,0.9132265261272118,False,0.3456663941128373,1
95,2025-04-05,Revenue,541,2268,769,3307,1680,0.4920120524128782,2.1832800190635666,3734,3005,9,1.7478999926465324,0.9499781413530904,False,0.08892068683565003,1
96,2025-04-06,Revenue,3200,4108,828,2628,2703,0.49757725724565943,2.2977165348458755,1101,178,7,1.9983923222876627,0.9602626254243112,False,0.6324611610793132,1
97,2025-04-07,Liability,4688,1993,1140,4882,2743,0.5532913637581524,2.9106078532433446,4592,2408,9,0.8799177474743713,0.888024407601018,False,0.9366312346688471,1
98,2025-04-08,Liability,1260,2917,2307,1793,848,0.21142614797674877,1.2506744522332485,4095,3259,7,1.606681079008848,0.8204564702392471,False,0.2358953393295176,1
99,2025-04-09,Liability,801,3339,571,1210,800,0.6514216072587735,2.7740698773092958,2773,985,6,1.7137197487322302,0.816261102327386,False,0.1420686835650041,1
100,2025-04-10,Revenue,3964,1385,348,917,654,0.31797737145340554,2.7672425866404087,762,776,2,1.9483540763281093,0.8318808132671399,False,0.7886345053147997,1
101,2025-04-11,Asset,4943,2588,3311,378,2052,0.46584295520969843,1.3454282859344475,129,1381,8,0.552368381835108,0.8844831308441095,False,0.9887571545380213,1
102,2025-04-12,Revenue,3960,677,1694,1090,2313,0.4128028716765175,0.5722296939997311,2461,3374,3,1.3633026687899483,0.9804694885106894,False,0.7878168438266557,1
103,2025-04-13,Liability,2156,1740,1399,3139,3741,0.23812021503289477,0.9520704745054425,3614,2129,3,1.3789356871337715,0.897150391150977,False,0.41905151267375307,1
104,2025-04-14,Expense,4157,2360,3903,4885,1899,0.4507836033965351,1.8827503634118559,3722,1158,2,1.459496943477013,0.9799506660181458,False,0.8280866721177432,1
105,2025-04-15,Liability,1636,2461,273,3597,278,0.6258494526418973,2.534670693008503,1475,2590,3,1.8405753947578412,0.9449355009849685,False,0.31275551921504496,1
106,2025-04-16,Expense,2488,3137,3932,910,3036,0.31914465649312623,2.0693168284256167,3181,1720,1,1.0144793903199918,0.9540156948051373,False,0.48691741618969747,1
107,2025-04-17,Asset,808,2245,1141,1630,1490,0.29004890787322074,1.6263777654957599,2090,1617,9,1.6731646508054885,0.9333890140001475,False,0.14349959116925592,1
108,2025-04-18,Liability,833,2801,3960,574,3221,0.35466189669386516,1.6392796895774084,1367,3403,5,0.6148142860091719,0.8161584949491574,False,0.14860997547015536,1
109,2025-04-19,Liability,4977,4319,655,2483,907,0.42292336409121933,2.2871762351525766,2906,2344,8,0.5079132824586359,0.8139943321933357,False,0.9957072771872445,1
110,2025-04-20,Revenue,3303,3394,1665,1776,3960,0.7518159153760933,2.6301164996415,4632,458,8,1.8822875190714803,0.8501772232203781,False,0.6535159443990188,0
111,2025-04-21,Revenue,3680,1687,2284,4893,1496,0.4169889615850175,2.0658179956336977,4417,2734,4,1.6445570631823894,0.9504373671051016,False,0.7305805396565822,1
112,2025-04-22,Asset,341,1764,3823,4997,1337,0.4942984335726959,0.7944337202231123,3588,2352,3,0.6750455284713912,0.9125596013285483,False,0.04803761242845462,1
113,2025-04-23,Liability,1497,1542,356,4215,1221,0.6086027603899313,2.152432424499011,188,3062,8,0.755517954862597,0.8423755175411437,False,0.28434178250204417,1
114,2025-04-24,Expense,4533,2813,1465,4530,1919,0.5683674285718332,1.7724458589989804,1698,3441,2,1.2483374035398564,0.8354401847946384,False,0.9049468520032706,1
115,2025-04-25,Expense,4398,2938,3773,1878,3229,0.22095399565489526,1.3593487502267587,2119,813,9,1.9505087889667412,0.9243574593843548,False,0.8773507767784138,1
116,2025-04-26,Expense,1842,837,2242,4510,832,0.48943181570896066,2.2385284671161694,3064,1276,2,0.575904568974487,0.960883682194639,False,0.35486508585445625,1
117,2025-04-27,Liability,2361,862,3820,4185,3685,0.4793057221908149,2.8040910603886116,1692,3570,2,1.0171310591416236,0.831071897225655,False,0.4609566639411284,1
118,2025-04-28,Expense,368,3593,1148,3776,1403,0.6484600627092011,1.1158433349320538,4952,1064,5,0.7621940646534915,0.9688833814620758,False,0.053556827473426,1
119,2025-04-29,Asset,2774,4327,253,3363,3191,0.5652425126916971,0.6988134150716708,2937,3215,9,1.8621465872188545,0.8573963695073792,False,0.5453802125919869,1
120,2025-04-30,Liability,4017,2945,3000,2436,427,0.6894691242429257,2.676640635848783,2129,1164,7,1.9617085694140415,0.8005729280011891,True,0.7994685200327064,1
121,2025-05-01,Expense,4537,2375,2908,2608,794,0.39455597323577296,2.8596672396820075,3232,208,4,1.3581199969990543,0.9266789877172957,False,0.9057645134914145,1
122,2025-05-02,Expense,2909,2841,2897,1338,1176,0.5734995952408861,2.4951942127036264,721,214,8,1.0037880741186191,0.8402027536738232,False,0.5729762878168438,1
123,2025-05-03,Expense,3745,1226,3968,1659,259,0.39852681148589914,1.5980768868900992,3386,2699,9,1.7549934540192493,0.9787600819324449,True,0.7438675388389206,1
124,2025-05-04,Expense,498,984,1730,4007,2503,0.400973237035929,2.747663858278667,1451,3014,2,1.6847299466200365,0.8304583695457354,False,0.08013082583810302,1
125,2025-05-05,Expense,342,1287,2277,1329,2441,0.5695750375978044,0.9218599324646319,1243,234,2,1.1137643418928027,0.9278722597367974,False,0.0482420278004906,1
126,2025-05-06,Liability,3108,1675,430,4768,903,0.7227314532345919,2.16276576066679,3923,3108,3,0.9156577340414236,0.8794127196004745,False,0.6136549468520033,0
127,2025-05-07,Asset,3740,584,3353,308,3548,0.7453269717926949,1.5498882010404524,4635,2996,1,1.7359854729221262,0.9054056558301096,False,0.7428454619787408,1
128,2025-05-08,Revenue,212,3778,1704,1756,380,0.777745794114989,1.8124596445002026,1052,1860,2,1.721977808252663,0.911132017583586,False,0.021668029435813575,0
129,2025-05-09,Expense,2091,4136,2693,1553,104,0.3732040660644761,0.9237494295779293,4022,3784,4,1.2374006797420651,0.8613499954061764,False,0.40576451349141457,1
130,2025-05-10,Asset,1191,1666,551,2634,611,0.43726608155915203,2.9714971547055327,2863,3930,4,1.646549300787453,0.9624538616528512,False,0.22179067865903515,1
131,2025-05-11,Expense,2067,768,637,3049,254,0.4276044589979427,2.2597226077715167,4207,631,4,1.917348354599139,0.9681082966592338,False,0.4008585445625511,1
132,2025-05-12,Liability,1658,1690,3798,2019,716,0.7838982784916784,0.7303180071578179,3104,3199,9,1.1046219884245236,0.9273216466499357,False,0.3172526573998365,1
133,2025-05-13,Asset,2959,981,3540,4174,1913,0.2701470441898848,2.234111663178209,3747,1101,1,1.8047898472767334,0.984367154048438,False,0.5831970564186427,1
134,2025-05-14,Revenue,3117,1329,2675,965,104,0.42144031042275315,2.553592655504078,1224,1904,7,1.4758934976238443,0.8683383911309662,False,0.615494685200327,1
135,2025-05-15,Liability,4709,641,1729,4285,1226,0.5609543061209894,1.6071100127813962,442,3839,8,1.0407336461170726,0.89115305248873,False,0.9409239574816026,1
136,2025-05-16,Revenue,1720,3560,2149,4818,3179,0.30136296389213885,1.0448650084236226,3996,1076,4,0.9203379406124848,0.9431434156408621,False,0.329926410466067,1
137,2025-05-17,Revenue,1147,3032,3219,2222,203,0.5416309188634922,1.0745317186733903,1778,107,2,0.5738165903154516,0.9037789307141375,False,0.21279640228945218,1
138,2025-05-18,Liability,506,2832,1636,347,3371,0.47522244579488754,2.6317870024036365,4351,1695,5,0.9268382238654282,0.8129113334261171,False,0.08176614881439084,1
139,2025-05-19,Expense,179,3934,2094,2050,2935,0.7955956936006272,1.0197058494838571,2588,1956,8,1.002271419817236,0.8860730657973335,False,0.014922322158626329,1
140,2025-05-20,Liability,4626,2430,803,3365,344,0.2225707398131819,2.2263940178617485,3302,2932,2,0.9282691227578161,0.83369385645639,False,0.9239574816026165,1
141,2025-05-21,Expense,4369,3924,2050,2556,129,0.5983361023166411,1.065487457972451,4533,3658,2,1.900528018429035,0.959337621332567,False,0.8714227309893704,1
142,2025-05-22,Asset,4067,614,2717,2649,2360,0.22837282573117268,2.6978512492013156,4540,2859,9,0.6574648703548085,0.9452581092266478,False,0.8096892886345053,1
143,2025-05-23,Revenue,3756,1405,2780,2201,316,0.696873390584817,2.921015147721556,4698,1220,2,0.9825434142765588,0.894702265067556,False,0.7461161079313164,1
144,2025-05-24,Asset,351,734,1904,4813,2526,0.291292310358843,2.0219875759671186,2176,2239,8,0.5776333277301627,0.9777041804103546,False,0.05008176614881439,1
145,2025-05-25,Liability,3528,1809,3892,4879,2275,0.6401721330548422,2.2320076414607524,3606,2869,7,1.945064474047749,0.9792802052737481,False,0.6995094031071136,1
146,2025-05-26,Revenue,443,3139,2101,4629,1735,0.6069698930446762,1.848611394445261,3607,3125,3,1.036400449332639,0.8246353919743922,True,0.06888798037612429,0
147,2025-05-27,Liability,3731,4479,1046,1252,698,0.6424272207978113,2.2633268735556897,2932,1547,2,0.5801360688012139,0.952416630462058,False,0.7410057236304171,1
148,2025-05-28,Asset,2310,4024,2678,1199,2654,0.24194355829681852,1.7517979294485837,873,1425,8,0.6304956960353323,0.9530895287037369,False,0.45053147996729354,1
149,2025-05-29,Revenue,3342,3840,3105,4770,189,0.7119038264411697,2.6907398265031874,4197,1509,4,1.4159307158522578,0.9483078448809041,False,0.6614881439084219,1
150,2025-05-30,Asset,263,3099,673,890,3501,0.4898487240318268,0.8218135973525673,4766,3521,1,1.436641579191643,0.9629478268596228,False,0.03209321340964841,1
151,2025-05-31,Expense,2782,1789,3468,1353,3155,0.48244860226617753,2.7111566866851797,3129,1275,3,1.229740609598356,0.8854785736466966,False,0.5470155355682748,1
152,2025-06-01,Expense,1708,2776,2530,3191,1184,0.4818476433953513,0.9147455777424012,904,325,3,0.9924376860859878,0.9701388126866106,False,0.3274734260016353,1
153,2025-06-02,Revenue,4516,1375,1452,4540,1505,0.5987369150712001,2.7833613509848223,4051,3058,3,0.7534981415310309,0.90323023896681,False,0.901471790678659,1
154,2025-06-03,Expense,3084,2538,1657,3452,749,0.5214095206023699,2.052797915708229,4121,2860,9,1.9276411940039841,0.8054070948561749,False,0.6087489779231399,1
155,2025-06-04,Expense,2013,1308,1024,2422,1561,0.5749994947908421,0.5901132908284574,2391,3332,2,1.1265220262173543,0.9608126622440145,False,0.38982011447260834,1
156,2025-06-05,Expense,4925,4131,293,3693,1823,0.21577508978034793,2.8185684650559235,752,3968,7,1.5555727475363628,0.9333546032880748,False,0.9850776778413737,1
157,2025-06-06,Revenue,136,4325,2820,4213,1235,0.6506819775213619,2.637685214557981,1785,1266,7,1.7482321505945206,0.825173414429854,False,0.006132461161079314,1
158,2025-06-07,Liability,171,2542,3650,1937,836,0.6811834387556155,1.4376269168500562,2211,3536,2,0.6497147214998611,0.839936913844549,True,0.013286999182338511,1
159,2025-06-08,Expense,3276,946,1139,4393,1550,0.29407205006177195,2.6081208648620073,3354,1392,3,1.5002004059337608,0.8813756517786919,False,0.6479967293540474,1
160,2025-06-09,Revenue,4219,1227,3744,1869,1374,0.7334591051352393,0.6810180776618617,1223,845,7,1.2833101753428202,0.8786486155830173,False,0.8407604251839739,1
161,2025-06-10,Expense,980,2368,2583,3398,2028,0.6222532473698139,1.7302007065682945,3518,2121,8,1.5181000345609197,0.9412779144150187,True,0.17865903515944398,0
162,2025-06-11,Asset,4781,1209,2737,4752,2680,0.3972706340856248,1.0808234657080182,2824,1847,9,1.9649755967257443,0.8765847093222395,False,0.955641864268193,1
163,2025-06-12,Liability,1718,2206,2113,1628,494,0.35332880965739055,1.8581886559455132,1521,3481,9,1.675599183124314,0.9876602480165555,False,0.3295175797219951,1
164,2025-06-13,Revenue,3796,1916,791,3476,3786,0.35327866681839226,1.210657249490334,3497,709,4,1.5808643727093044,0.8734512171743337,False,0.7542927228127555,1
